FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14630537,14630537,POINT (16.480168812826037 48.206936569956994),An der Bien,An der Bien,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Bien&start=1,
OEFFHALTESTOGD.14630538,14630538,POINT (16.48042031231069 48.206954469469),An der Bien,An der Bien,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Bien&start=1,
OEFFHALTESTOGD.14630539,14630539,POINT (16.269873212753666 48.20411667000534),An der Niederhaid,An der Niederhaid,47A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Niederhaid&start=1,
OEFFHALTESTOGD.14630540,14630540,POINT (16.291765112796462 48.21558667012984),Liebhartstal,Liebhartstal,45A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Liebhartstal&start=1,
OEFFHALTESTOGD.14630541,14630541,POINT (16.264797712684604 48.18432557008245),Angermayergasse,Angermayergasse,"54A,54B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Angermayergasse&start=1,
OEFFHALTESTOGD.14630542,14630542,POINT (16.26492351285913 48.1842776699417),Angermayergasse,Angermayergasse,"54A,54B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Angermayergasse&start=1,
OEFFHALTESTOGD.14630543,14630543,POINT (16.32331401266305 48.19045236990513),"Rudolfsheim, Anschützgasse","Rudolfsheim, Anschützgasse","18,49,5,52,60,9,N54",,1,"https://anachb.vor.at?P=SQ&input=Wien%20Rudolfsheim,%20Anschützgasse&start=1",
OEFFHALTESTOGD.14630544,14630544,POINT (16.32264921276584 48.19023076947041),"Rudolfsheim, Anschützgasse","Rudolfsheim, Anschützgasse","52,60,N54",,1,"https://anachb.vor.at?P=SQ&input=Wien%20Rudolfsheim,%20Anschützgasse&start=1",
OEFFHALTESTOGD.14630545,14630545,POINT (16.32265821191553 48.19062606963968),"Rudolfsheim, Anschützgasse (Betriebsbhf.)","Rudolfsheim, Anschützgasse (Betriebsbhf.)","18,49,5,60,9",,1,"https://anachb.vor.at?P=SQ&input=Wien%20Rudolfsheim,%20Anschützgasse&start=1",
OEFFHALTESTOGD.14630546,14630546,POINT (16.322568412757974 48.190146969870426),"Rudolfsheim, Anschützgasse (Schwendergasse)","Rudolfsheim, Anschützgasse (Schwendergasse)",57A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Rudolfsheim,%20Anschützgasse&start=1",
OEFFHALTESTOGD.14630547,14630547,POINT (16.387489612419596 48.26950176964661),Anton-Bosch-Gasse,Anton-Bosch-Gasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Bosch-Gasse&start=1,
OEFFHALTESTOGD.14630548,14630548,POINT (16.387408812099448 48.26940606940413),Anton-Bosch-Gasse,Anton-Bosch-Gasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Bosch-Gasse&start=1,
OEFFHALTESTOGD.14630549,14630549,POINT (16.390081245789194 48.29630055037294),Anton-Böck-Gasse,Anton-Böck-Gasse,"32A,510,850",,3,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Böck-Gasse&start=1,
OEFFHALTESTOGD.14630550,14630550,POINT (16.390040813107035 48.29630056933365),Anton-Böck-Gasse,Anton-Böck-Gasse,"32A,510,850",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Böck-Gasse&start=1,
OEFFHALTESTOGD.14630551,14630551,POINT (16.2704302118384 48.14260446936834),Anton-Krieger-Gasse,Anton-Krieger-Gasse,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Krieger-Gasse&start=1,
OEFFHALTESTOGD.14630552,14630552,POINT (16.270340312613286 48.14298806953037),Anton-Krieger-Gasse,Anton-Krieger-Gasse,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Krieger-Gasse&start=1,
OEFFHALTESTOGD.14630553,14630553,POINT (16.441047213297818 48.251787569936305),Doningasse,Doningasse,"25A,31A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.14630554,14630554,POINT (16.38634881203702 48.26496916978513),Anton-Störck-Gasse,Anton-Störck-Gasse,"36A,36B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Störck-Gasse&start=1,
OEFFHALTESTOGD.14630555,14630555,POINT (16.329952511829603 48.225833269758475),Antonigasse,Antonigasse,"42,9",,1,https://anachb.vor.at?P=SQ&input=Wien%20Antonigasse&start=1,
OEFFHALTESTOGD.14630556,14630556,POINT (16.22382998045768 48.21398850909926),Anzengruberstraße,Anzengruberstraße,"450,50B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Anzengruberstraße&start=1,
OEFFHALTESTOGD.14630557,14630557,POINT (16.223789612679088 48.213988469661885),Anzengruberstraße,Anzengruberstraße,"450,50B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anzengruberstraße&start=1,
OEFFHALTESTOGD.14630558,14630558,POINT (16.272428817111255 48.1337381918783),Aquäduktgasse,Aquäduktgasse,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktgasse&start=1,
OEFFHALTESTOGD.14630559,14630559,POINT (16.271826917903258 48.13372019196581),Aquäduktgasse,Aquäduktgasse,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktgasse&start=1,
OEFFHALTESTOGD.14630606,14630606,POINT (16.388073512443885 48.27721466986709),Autokaderstraße,Autokaderstraße,"26,27,850,N20",,1,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.14630607,14630607,POINT (16.388113930065202 48.277214651603686),Autokaderstraße,Autokaderstraße,"26,27,850,N20",,3,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.14630608,14630608,POINT (16.388181312412286 48.27724456998514),Autokaderstraße,Autokaderstraße,"26,27,N20",,1,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.14630609,14630609,POINT (16.33788471213307 48.17845566938223),Aßmayergasse,Aßmayergasse,"62,",,1,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.14630610,14630610,POINT (16.33752531244072 48.17894087000838),Aßmayergasse,Aßmayergasse,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.14630611,14630611,POINT (16.338028412895845 48.1788689697462),Aßmayergasse,Aßmayergasse,"62,,N8",,1,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.14630612,14630612,POINT (16.337705012419875 48.178982770015224),Aßmayergasse,Aßmayergasse,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.14630613,14630613,POINT (16.356695412202587 48.18827847011305),Bacherplatz,Bacherplatz,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Bacherplatz&start=1,
OEFFHALTESTOGD.14630614,14630614,POINT (16.356659412527993 48.188470069667765),Bacherplatz,Bacherplatz,"12A,14A,59A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Bacherplatz&start=1,
OEFFHALTESTOGD.14630615,14630615,POINT (16.488002113150962 48.277740769464394),Badeteich Süßenbrunn,Badeteich Süßenbrunn,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badeteich%20Süßenbrunn&start=1,
OEFFHALTESTOGD.14630616,14630616,POINT (16.487588912512578 48.27774076942336),Badeteich Süßenbrunn,Badeteich Süßenbrunn,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badeteich%20Süßenbrunn&start=1,
OEFFHALTESTOGD.14630617,14630617,POINT (16.22410401234885 48.209253369293),Badgasse,Badgasse,50B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badgasse&start=1,
OEFFHALTESTOGD.14630618,14630618,POINT (16.223084376801637 48.209205509350355),Badgasse,Badgasse,"451,50A,N49",,3,https://anachb.vor.at?P=SQ&input=Wien%20Badgasse&start=1,
OEFFHALTESTOGD.14630619,14630619,POINT (16.22486307647418 48.208828408719),Badgasse,Badgasse,"451,453,50A,N49",,3,https://anachb.vor.at?P=SQ&input=Wien%20Badgasse&start=1,
OEFFHALTESTOGD.14630620,14630620,POINT (16.26222851190862 48.20162607002603),Rettichgasse,Rettichgasse,"47B,49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.14630621,14630621,POINT (16.26222851190862 48.20162607002603),Rettichgasse,Rettichgasse,"47B,49",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.14630622,14630622,POINT (16.262201611733573 48.20155416983157),Rettichgasse,Rettichgasse,"47B,49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.14630623,14630623,POINT (16.262201611733573 48.20155416983157),Rettichgasse,Rettichgasse,"47B,49",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.14630624,14630624,POINT (16.369195449230094 48.30103355806286),Langenzersdorf Im Kühhagel,Langenzersdorf Im Kühhagel,856,,3,https://anachb.vor.at?P=SQ&input=Langenzersdorf%20Im%20Kühhagel&start=1,
OEFFHALTESTOGD.14630625,14630625,POINT (16.370030847639782 48.300071457801266),Langenzersdorf Friedhofstraße,Langenzersdorf Friedhofstraße,856,,3,https://anachb.vor.at?P=SQ&input=Langenzersdorf%20Friedhofstraße&start=1,
OEFFHALTESTOGD.14630626,14630626,POINT (16.57227754885703 48.301415886306245),Deutsch-Wagram Franz-Schuhmeier-Str.,Deutsch-Wagram Franz-Schuhmeier-Str.,522,,3,https://anachb.vor.at?P=SQ&input=Deutsch-Wagram%20Franz-Schuhmeier-Str.&start=1,
OEFFHALTESTOGD.14630627,14630627,POINT (16.578808350334924 48.30233618423031),Deutsch-Wagram Karl-Wiesinger-Straße,Deutsch-Wagram Karl-Wiesinger-Straße,522,,3,https://anachb.vor.at?P=SQ&input=Deutsch-Wagram%20Karl-Wiesinger-Straße&start=1,
OEFFHALTESTOGD.14630628,14630628,POINT (16.58165604896383 48.30149958329131),Deutsch-Wagram Albert-Schweitzer-G.,Deutsch-Wagram Albert-Schweitzer-G.,522,,3,https://anachb.vor.at?P=SQ&input=Deutsch-Wagram%20Albert-Schweitzer-Gasse&start=1,
OEFFHALTESTOGD.14630629,14630629,POINT (16.166670207114525 48.24827042906489),Mauerbach Volksschule,Mauerbach Volksschule,450,,3,https://anachb.vor.at?P=SQ&input=Mauerbach%20Volksschule&start=1,
OEFFHALTESTOGD.14630630,14630630,POINT (16.312556503738854 48.1157371778943),Vösendorf Anton-Benya-Straße 7,Vösendorf Anton-Benya-Straße 7,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Anton-Benya-Straße%207&start=1,
OEFFHALTESTOGD.14630631,14630631,POINT (16.30846017387895 48.07891787890596),Wiener Neudorf Am Anningerpark,Wiener Neudorf Am Anningerpark,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Am%20Anningerpark&start=1,
OEFFHALTESTOGD.14630632,14630632,POINT (16.308127774435224 48.079139979082896),Wiener Neudorf Am Anningerpark,Wiener Neudorf Am Anningerpark,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Am%20Anningerpark&start=1,
OEFFHALTESTOGD.14630633,14630633,POINT (16.311694075972987 48.08085037773511),Wiener Neudorf Anningerstraße,Wiener Neudorf Anningerstraße,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Anningerstraße&start=1,
OEFFHALTESTOGD.14630634,14630634,POINT (16.31159527600418 48.08089237843215),Wiener Neudorf Anningerstraße,Wiener Neudorf Anningerstraße,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Anningerstraße&start=1,
OEFFHALTESTOGD.14630635,14630635,POINT (16.302153991849682 48.10138338187624),Brunn/Geb. Auf der Stierwiese,Brunn/Geb. Auf der Stierwiese,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Auf%20der%20Stierwiese&start=1,
OEFFHALTESTOGD.14630636,14630636,POINT (16.142514564888632 48.32261943825379),Wipfing/Donau Hauptstraße,Wipfing/Donau Hauptstraße,406,,3,https://anachb.vor.at?P=SQ&input=Wipfing%20(NÖ)%20Hauptstraße&start=1,
OEFFHALTESTOGD.14630637,14630637,POINT (16.319410682584017 48.08962377531599),Wiener Neudorf Eumigweg,Wiener Neudorf Eumigweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Eumigweg&start=1,
OEFFHALTESTOGD.14630638,14630638,POINT (16.1055128403593 48.16437115104858),Wolfsgraben Besenkopf,Wolfsgraben Besenkopf,"250,253,458",,3,https://anachb.vor.at?P=SQ&input=Wolfsgraben%20(NÖ)%20Besenkopf&start=1,
OEFFHALTESTOGD.14630639,14630639,POINT (16.10541404107629 48.16427525060722),Wolfsgraben Besenkopf,Wolfsgraben Besenkopf,"250,253,458",,3,https://anachb.vor.at?P=SQ&input=Wolfsgraben%20(NÖ)%20Besenkopf&start=1,
OEFFHALTESTOGD.14630640,14630640,POINT (16.21423585949545 48.05992501191902),Gaaden Buchengasse,Gaaden Buchengasse,265,,3,https://anachb.vor.at?P=SQ&input=Gaaden%20(Mödling)%20Buchengasse&start=1,
OEFFHALTESTOGD.14630641,14630641,POINT (16.214316759613716 48.05988901237903),Gaaden Buchengasse,Gaaden Buchengasse,265,,3,https://anachb.vor.at?P=SQ&input=Gaaden%20(Mödling)%20Buchengasse&start=1,
OEFFHALTESTOGD.14630642,14630642,POINT (16.491869424921383 48.396060815172014),Ulrichskirchen Hofgartenstraße,Ulrichskirchen Hofgartenstraße,514,,3,https://anachb.vor.at?P=SQ&input=Ulrichskirchen%20Hofgartenstraße&start=1,
OEFFHALTESTOGD.14630643,14630643,POINT (16.492956426163126 48.39886411451452),Ulrichskirchen Bahnstraße,Ulrichskirchen Bahnstraße,514,,3,https://anachb.vor.at?P=SQ&input=Ulrichskirchen%20Bahnstraße&start=1,
OEFFHALTESTOGD.14630644,14630644,POINT (16.163418305768552 48.24681683072304),Mauerbach Hirschengartenstraße,Mauerbach Hirschengartenstraße,449,,3,https://anachb.vor.at?P=SQ&input=Mauerbach%20Hirschengartenstraße&start=1,
OEFFHALTESTOGD.14630645,14630645,POINT (16.16322970609041 48.246768930281085),Mauerbach Hirschengartenstraße,Mauerbach Hirschengartenstraße,449,,3,https://anachb.vor.at?P=SQ&input=Mauerbach%20Hirschengartenstraße&start=1,
OEFFHALTESTOGD.14630646,14630646,POINT (16.511605152214674 48.04960910812871),Ebergassing Siedlergasse,Ebergassing Siedlergasse,227,,3,https://anachb.vor.at?P=SQ&input=Ebergassing%20Siedlergasse&start=1,
OEFFHALTESTOGD.14630647,14630647,POINT (16.511093152104998 48.05000550815947),Ebergassing Siedlergasse,Ebergassing Siedlergasse,227,,3,https://anachb.vor.at?P=SQ&input=Ebergassing%20Siedlergasse&start=1,
OEFFHALTESTOGD.14630648,14630648,POINT (16.643971930340072 48.02212836151801),Trautmannsdorf/Leitha Volksschule,Trautmannsdorf/Leitha Volksschule,272,,3,https://anachb.vor.at?P=SQ&input=Trautmannsdorf/Leitha%20Volksschule&start=1,
OEFFHALTESTOGD.14630649,14630649,POINT (16.324787212612428 48.361132069953044),Korneuburg Liebherrstraße,Korneuburg Liebherrstraße,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20Liebherrstraße&start=1,
OEFFHALTESTOGD.14630650,14630650,POINT (16.261810682485976 48.089719795362086),Hinterbrühl Mannlichergasse,Hinterbrühl Mannlichergasse,260,,3,https://anachb.vor.at?P=SQ&input=Hinterbrühl%20bei%20Mödling%20Mannlichergasse&start=1,
OEFFHALTESTOGD.14630651,14630651,POINT (16.262089182930524 48.08970179588438),Hinterbrühl Mannlichergasse,Hinterbrühl Mannlichergasse,260,,3,https://anachb.vor.at?P=SQ&input=Hinterbrühl%20bei%20Mödling%20Mannlichergasse&start=1,
OEFFHALTESTOGD.14630652,14630652,POINT (16.361110651961773 48.30398546090104),Langenzersdorf Rebschulgasse,Langenzersdorf Rebschulgasse,856,,3,https://anachb.vor.at?P=SQ&input=Langenzersdorf%20Rebschulgasse&start=1,
OEFFHALTESTOGD.14630653,14630653,POINT (16.266293304281795 48.11778219435608),Perchtoldsdorf Wegbachgasse,Perchtoldsdorf Wegbachgasse,"1,2,206,256,257,258,259",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Wegbachgasse&start=1,
OEFFHALTESTOGD.14630654,14630654,POINT (16.266253011879613 48.11778216986295),Perchtoldsdorf Wegbachgasse,Perchtoldsdorf Wegbachgasse,"1,2,206,256,257,258,259",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Wegbachgasse&start=1,
OEFFHALTESTOGD.14630655,14630655,POINT (16.452945122939866 48.01226782821472),Moosbrunn Unterwaltersdorfer Straße,Moosbrunn Unterwaltersdorfer Straße,246,,3,https://anachb.vor.at?P=SQ&input=Moosbrunn%20Unterwaltersdorfer%20Straße&start=1,
OEFFHALTESTOGD.14630656,14630656,POINT (16.453008022822292 48.01182312863164),Moosbrunn Unterwaltersdorfer Straße,Moosbrunn Unterwaltersdorfer Straße,246,,3,https://anachb.vor.at?P=SQ&input=Moosbrunn%20Unterwaltersdorfer%20Straße&start=1,
OEFFHALTESTOGD.14630657,14630657,POINT (16.302509012047597 48.071115069557095),Mödling WIFI,Mödling WIFI,3,,2,https://anachb.vor.at?P=SQ&input=Mödling%20WIFI&start=1,
OEFFHALTESTOGD.14630658,14630658,POINT (16.13010872250773 48.14153754153226),Breitenfurt Wolfsgrabenstraße,Breitenfurt Wolfsgrabenstraße,250,,3,https://anachb.vor.at?P=SQ&input=Breitenfurt%20(b.Wien)%20Wolfsgrabenstraße&start=1,
OEFFHALTESTOGD.14630659,14630659,POINT (16.32867691243726 48.36015916985472),Korneuburg Viktor-Kaplan-Str.,Korneuburg Viktor-Kaplan-Str.,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20Viktor-Kaplan-Straße&start=1,
OEFFHALTESTOGD.14630660,14630660,POINT (16.320187812456556 48.36117977028066),Korneuburg McDonalds-Straße,Korneuburg McDonalds-Straße,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20McDonalds-Straße&start=1,
OEFFHALTESTOGD.14630661,14630661,POINT (16.330518511881735 48.357288070056164),Korneuburg Bezirksbauernkammer,Korneuburg Bezirksbauernkammer,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20Bezirksbauernkammer&start=1,
OEFFHALTESTOGD.14630662,14630662,POINT (16.174737000902198 48.112612425900416),Kaltenleutgeben Wiesengasse,Kaltenleutgeben Wiesengasse,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Wiesengasse&start=1,
OEFFHALTESTOGD.14630663,14630663,POINT (16.35167835752443 48.31140036445434),Langenzersdorf Schulstraße,Langenzersdorf Schulstraße,856,,3,https://anachb.vor.at?P=SQ&input=Langenzersdorf%20Schulstraße&start=1,
OEFFHALTESTOGD.14630664,14630664,POINT (16.338540412688065 48.29305526936536),Klosterneuburg Aufeldgasse/Inkustraße,Klosterneuburg Aufeldgasse/Inkustraße,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Aufeldgasse/Inkustraße&start=1,
OEFFHALTESTOGD.14630665,14630665,POINT (16.489021535671732 48.02968631613209),Gramatneusiedl Schulen,Gramatneusiedl Schulen,"221,222,226,248",,3,https://anachb.vor.at?P=SQ&input=Gramatneusiedl%20Schulen&start=1,
OEFFHALTESTOGD.14630666,14630666,POINT (16.58060476786953 48.0697943843044),Schwadorf Schulgasse,Schwadorf Schulgasse,"221,222,248,272",,3,https://anachb.vor.at?P=SQ&input=Schwadorf%20bei%20Wien%20Schulgasse&start=1,
OEFFHALTESTOGD.14630667,14630667,POINT (16.579661566876773 48.069746384485406),Schwadorf Schulgasse,Schwadorf Schulgasse,"221,222,248,272",,3,https://anachb.vor.at?P=SQ&input=Schwadorf%20bei%20Wien%20Schulgasse&start=1,
OEFFHALTESTOGD.14630668,14630668,POINT (16.25394611218292 48.007958869896314),Baden Hochschulpromenade,Baden Hochschulpromenade,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Hochschulpromenade&start=1,
OEFFHALTESTOGD.14630669,14630669,POINT (16.256730812208744 48.005675069731005),Baden Josef-Kollmann-Straße,Baden Josef-Kollmann-Straße,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josef-Kollmann-Straße&start=1,
OEFFHALTESTOGD.14630670,14630670,POINT (16.254449112839172 48.0044308692147),Baden Bezirkshauptmannschaft,Baden Bezirkshauptmannschaft,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Bezirkshauptmannschaft&start=1,
OEFFHALTESTOGD.14630671,14630671,POINT (16.253290312392927 48.00230916938704),Baden Kanalgasse,Baden Kanalgasse,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Kanalgasse&start=1,
OEFFHALTESTOGD.14630672,14630672,POINT (16.246436211722127 48.0035413695756),Baden Prinz-Solms-Straße,Baden Prinz-Solms-Straße,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Prinz-Solms-Straße&start=1,
OEFFHALTESTOGD.14630673,14630673,POINT (16.21278051438936 48.00141361265418),Baden Dörflergasse,Baden Dörflergasse,"308,A",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dörflergasse&start=1,
OEFFHALTESTOGD.14630674,14630674,POINT (16.212740312751606 48.00141356947609),Baden Dörflergasse,Baden Dörflergasse,"308,A",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dörflergasse&start=1,
OEFFHALTESTOGD.14630675,14630675,POINT (16.212659511855442 48.00392606972995),Baden Steinbruchgasse,Baden Steinbruchgasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Steinbruchgasse&start=1,
OEFFHALTESTOGD.14630676,14630676,POINT (16.212569711635744 48.00384186914529),Baden Steinbruchgasse,Baden Steinbruchgasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Steinbruchgasse&start=1,
OEFFHALTESTOGD.14630677,14630677,POINT (16.21576771289474 48.000956769782896),Baden Dumbagasse,Baden Dumbagasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dumbagasse&start=1,
OEFFHALTESTOGD.14630678,14630678,POINT (16.42041718630547 48.093871940220296),Maria Lanzendorf Sportplatz,Maria Lanzendorf Sportplatz,"217,226,227",,3,https://anachb.vor.at?P=SQ&input=Maria%20Lanzendorf%20Sportplatz&start=1,
OEFFHALTESTOGD.14630679,14630679,POINT (16.420533985924845 48.093991939775705),Maria Lanzendorf Sportplatz,Maria Lanzendorf Sportplatz,"217,226,227",,3,https://anachb.vor.at?P=SQ&input=Maria%20Lanzendorf%20Sportplatz&start=1,
OEFFHALTESTOGD.14630680,14630680,POINT (16.466402003203562 48.11575502395195),Zwölfaxing Josef-Weiß-Gasse,Zwölfaxing Josef-Weiß-Gasse,218,,3,https://anachb.vor.at?P=SQ&input=Zwölfaxing%20Josef-Weiß-Gasse&start=1,
OEFFHALTESTOGD.14630681,14630681,POINT (16.4663661029125 48.1154192235174),Zwölfaxing Josef-Weiß-Gasse,Zwölfaxing Josef-Weiß-Gasse,218,,3,https://anachb.vor.at?P=SQ&input=Zwölfaxing%20Josef-Weiß-Gasse&start=1,
OEFFHALTESTOGD.14630682,14630682,POINT (16.32921127528804 48.0796200720154),Wiener Neudorf Buchenweg,Wiener Neudorf Buchenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Buchenweg&start=1,
OEFFHALTESTOGD.14630683,14630683,POINT (16.329184274672482 48.07955407215677),Wiener Neudorf Buchenweg,Wiener Neudorf Buchenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Buchenweg&start=1,
